,Image,Dice_reg,K,Model
130,47513502650936350354964244779459913004-3_th1gik.png,0.9098867507665651,7,pretrained_finetune_from_0_with_KL
131,47513502650936350354964244779459913004-3_th1gik.png,0.9257760979002145,7,pretrained_finetune_from_0_no_KL
132,47513502650936350354964244779459913004-3_th1gik.png,0.9237475552880999,9,pretrained_frozen
133,47513502650936350354964244779459913004-3_th1gik.png,0.9371677682463788,9,pretrained_finetune_from_0_with_KL
134,47513502650936350354964244779459913004-3_th1gik.png,0.9291318489098813,9,pretrained_finetune_from_0_no_KL
135,182153357033863986819477081579951131676_yetgon.png,0.8940556037604,1,pretrained_frozen
136,182153357033863986819477081579951131676_yetgon.png,0.899540073157707,1,pretrained_finetune_from_0_with_KL
137,182153357033863986819477081579951131676_yetgon.png,0.8803563834490541,1,pretrained_finetune_from_0_no_KL
138,182153357033863986819477081579951131676_yetgon.png,0.897036689408628,3,pretrained_frozen
139,182153357033863986819477081579951131676_yetgon.png,0.899540073157707,3,pretrained_finetune_from_0_with_KL
140,182153357033863986819477081579951131676_yetgon.png,0.8895085318574862,3,pretrained_finetune_from_0_no_KL
141,182153357033863986819477081579951131676_yetgon.png,0.9087887663322324,5,pretrained_frozen
142,182153357033863986819477081579951131676_yetgon.png,0.9208109140856562,5,pretrained_finetune_from_0_with_KL
143,182153357033863986819477081579951131676_yetgon.png,0.9166531552318354,5,pretrained_finetune_from_0_no_KL
144,182153357033863986819477081579951131676_yetgon.png,0.9087887663322324,7,pretrained_frozen
145,182153357033863986819477081579951131676_yetgon.png,0.9208109140856562,7,pretrained_finetune_from_0_with_KL
146,182153357033863986819477081579951131676_yetgon.png,0.9166531552318354,7,pretrained_finetune_from_0_no_KL
147,182153357033863986819477081579951131676_yetgon.png,0.9087887663322324,9,pretrained_frozen
148,182153357033863986819477081579951131676_yetgon.png,0.9208109140856562,9,pretrained_finetune_from_0_with_KL
149,182153357033863986819477081579951131676_yetgon.png,0.9166531552318354,9,pretrained_finetune_from_0_no_KL
150,146381384591357414868726401545939282660_96eirs.png,0.8831775385731997,1,pretrained_frozen
151,146381384591357414868726401545939282660_96eirs.png,0.89270681327853,1,pretrained_finetune_from_0_with_KL
152,146381384591357414868726401545939282660_96eirs.png,0.9022929792830217,1,pretrained_finetune_from_0_no_KL
153,146381384591357414868726401545939282660_96eirs.png,0.8932360931620235,3,pretrained_frozen
154,146381384591357414868726401545939282660_96eirs.png,0.896443787746202,3,pretrained_finetune_from_0_with_KL
155,146381384591357414868726401545939282660_96eirs.png,0.9022929792830217,3,pretrained_finetune_from_0_no_KL
156,146381384591357414868726401545939282660_96eirs.png,0.9052911573098419,5,pretrained_frozen
157,146381384591357414868726401545939282660_96eirs.png,0.908816161546318,5,pretrained_finetune_from_0_with_KL
158,146381384591357414868726401545939282660_96eirs.png,0.9129857940719798,5,pretrained_finetune_from_0_no_KL
159,146381384591357414868726401545939282660_96eirs.png,0.9100560819377793,7,pretrained_frozen
160,146381384591357414868726401545939282660_96eirs.png,0.908816161546318,7,pretrained_finetune_from_0_with_KL
161,146381384591357414868726401545939282660_96eirs.png,0.9129857940719798,7,pretrained_finetune_from_0_no_KL
162,146381384591357414868726401545939282660_96eirs.png,0.9100560819377793,9,pretrained_frozen
163,146381384591357414868726401545939282660_96eirs.png,0.908816161546318,9,pretrained_finetune_from_0_with_KL
164,146381384591357414868726401545939282660_96eirs.png,0.9129857940719798,9,pretrained_finetune_from_0_no_KL
165,111016754890854009969250427027267219881_wkp0ya.png,0.9113799514753333,1,pretrained_frozen
166,111016754890854009969250427027267219881_wkp0ya.png,0.9049901313236611,1,pretrained_finetune_from_0_with_KL
167,111016754890854009969250427027267219881_wkp0ya.png,0.9050736832622911,1,pretrained_finetune_from_0_no_KL
168,111016754890854009969250427027267219881_wkp0ya.png,0.9113799514753333,3,pretrained_frozen
169,111016754890854009969250427027267219881_wkp0ya.png,0.9049901313236611,3,pretrained_finetune_from_0_with_KL
170,111016754890854009969250427027267219881_wkp0ya.png,0.9050736832622911,3,pretrained_finetune_from_0_no_KL
171,111016754890854009969250427027267219881_wkp0ya.png,0.9113799514753333,5,pretrained_frozen
172,111016754890854009969250427027267219881_wkp0ya.png,0.9049901313236611,5,pretrained_finetune_from_0_with_KL
173,111016754890854009969250427027267219881_wkp0ya.png,0.9120186187510538,5,pretrained_finetune_from_0_no_KL
174,111016754890854009969250427027267219881_wkp0ya.png,0.9113799514753333,7,pretrained_frozen
175,111016754890854009969250427027267219881_wkp0ya.png,0.9049901313236611,7,pretrained_finetune_from_0_with_KL
176,111016754890854009969250427027267219881_wkp0ya.png,0.9120186187510538,7,pretrained_finetune_from_0_no_KL
177,111016754890854009969250427027267219881_wkp0ya.png,0.9113799514753333,9,pretrained_frozen
178,111016754890854009969250427027267219881_wkp0ya.png,0.9049901313236611,9,pretrained_finetune_from_0_with_KL
179,111016754890854009969250427027267219881_wkp0ya.png,0.9120186187510538,9,pretrained_finetune_from_0_no_KL
180,282084762366059076387208905274707563447_d4ptrb.png,0.8655808791265519,1,pretrained_frozen
181,282084762366059076387208905274707563447_d4ptrb.png,0.8796153453252233,1,pretrained_finetune_from_0_with_KL
182,282084762366059076387208905274707563447_d4ptrb.png,0.8861313646704736,1,pretrained_finetune_from_0_no_KL
183,282084762366059076387208905274707563447_d4ptrb.png,0.8862055935423089,3,pretrained_frozen
184,282084762366059076387208905274707563447_d4ptrb.png,0.9066585556797935,3,pretrained_finetune_from_0_with_KL
185,282084762366059076387208905274707563447_d4ptrb.png,0.9064155959983509,3,pretrained_finetune_from_0_no_KL
186,282084762366059076387208905274707563447_d4ptrb.png,0.8862055935423089,5,pretrained_frozen
187,282084762366059076387208905274707563447_d4ptrb.png,0.9066585556797935,5,pretrained_finetune_from_0_with_KL
188,282084762366059076387208905274707563447_d4ptrb.png,0.9064155959983509,5,pretrained_finetune_from_0_no_KL
189,282084762366059076387208905274707563447_d4ptrb.png,0.8862055935423089,7,pretrained_frozen
190,282084762366059076387208905274707563447_d4ptrb.png,0.9066585556797935,7,pretrained_finetune_from_0_with_KL
191,282084762366059076387208905274707563447_d4ptrb.png,0.9064155959983509,7,pretrained_finetune_from_0_no_KL
192,282084762366059076387208905274707563447_d4ptrb.png,0.8862055935423089,9,pretrained_frozen
193,282084762366059076387208905274707563447_d4ptrb.png,0.9066585556797935,9,pretrained_finetune_from_0_with_KL
194,282084762366059076387208905274707563447_d4ptrb.png,0.9064155959983509,9,pretrained_finetune_from_0_no_KL
195,64947154984935334365130497226051564059_piq56n.png,0.81969254495768,1,pretrained_frozen
196,64947154984935334365130497226051564059_piq56n.png,0.8201035825789138,1,pretrained_finetune_from_0_with_KL
197,64947154984935334365130497226051564059_piq56n.png,0.8201108496569063,1,pretrained_finetune_from_0_no_KL
198,64947154984935334365130497226051564059_piq56n.png,0.8244233063767732,3,pretrained_frozen
199,64947154984935334365130497226051564059_piq56n.png,0.8211366838891498,3,pretrained_finetune_from_0_with_KL
200,64947154984935334365130497226051564059_piq56n.png,0.8201108496569063,3,pretrained_finetune_from_0_no_KL
201,64947154984935334365130497226051564059_piq56n.png,0.8244233063767732,5,pretrained_frozen
202,64947154984935334365130497226051564059_piq56n.png,0.8211366838891498,5,pretrained_finetune_from_0_with_KL
203,64947154984935334365130497226051564059_piq56n.png,0.8201108496569063,5,pretrained_finetune_from_0_no_KL
204,64947154984935334365130497226051564059_piq56n.png,0.8301886792452831,7,pretrained_frozen
205,64947154984935334365130497226051564059_piq56n.png,0.8396323387012677,7,pretrained_finetune_from_0_with_KL
206,64947154984935334365130497226051564059_piq56n.png,0.838429039162428,7,pretrained_finetune_from_0_no_KL
207,64947154984935334365130497226051564059_piq56n.png,0.8409509308235494,9,pretrained_frozen
208,64947154984935334365130497226051564059_piq56n.png,0.8396323387012677,9,pretrained_finetune_from_0_with_KL
209,64947154984935334365130497226051564059_piq56n.png,0.839619164300287,9,pretrained_finetune_from_0_no_KL
