,Image,Dice_reg,K,Model
144,182153357033863986819477081579951131676_yetgon.png,0.9190166185509021,7,affine with kl
145,182153357033863986819477081579951131676_yetgon.png,0.9112047339651136,7,affine no kl
146,182153357033863986819477081579951131676_yetgon.png,0.8996139359255898,7,affine frozen
147,182153357033863986819477081579951131676_yetgon.png,0.9190166185509021,9,affine with kl
148,182153357033863986819477081579951131676_yetgon.png,0.9112047339651136,9,affine no kl
149,182153357033863986819477081579951131676_yetgon.png,0.9024761268719361,9,affine frozen
150,146381384591357414868726401545939282660_96eirs.png,0.8933688968720497,1,affine with kl
151,146381384591357414868726401545939282660_96eirs.png,0.8971372902289597,1,affine no kl
152,146381384591357414868726401545939282660_96eirs.png,0.8868584323442712,1,affine frozen
153,146381384591357414868726401545939282660_96eirs.png,0.8949786842607026,3,affine with kl
154,146381384591357414868726401545939282660_96eirs.png,0.8971372902289597,3,affine no kl
155,146381384591357414868726401545939282660_96eirs.png,0.8901600584973421,3,affine frozen
156,146381384591357414868726401545939282660_96eirs.png,0.897515376173854,5,affine with kl
157,146381384591357414868726401545939282660_96eirs.png,0.9002637494025147,5,affine no kl
158,146381384591357414868726401545939282660_96eirs.png,0.9018761162936525,5,affine frozen
159,146381384591357414868726401545939282660_96eirs.png,0.9129733351839167,7,affine with kl
160,146381384591357414868726401545939282660_96eirs.png,0.9042118842529677,7,affine no kl
161,146381384591357414868726401545939282660_96eirs.png,0.9018761162936525,7,affine frozen
162,146381384591357414868726401545939282660_96eirs.png,0.9129733351839167,9,affine with kl
163,146381384591357414868726401545939282660_96eirs.png,0.9042118842529677,9,affine no kl
164,146381384591357414868726401545939282660_96eirs.png,0.9018761162936525,9,affine frozen
165,111016754890854009969250427027267219881_wkp0ya.png,0.9197591005323632,1,affine with kl
166,111016754890854009969250427027267219881_wkp0ya.png,0.9029843354527082,1,affine no kl
167,111016754890854009969250427027267219881_wkp0ya.png,0.8909458439415069,1,affine frozen
168,111016754890854009969250427027267219881_wkp0ya.png,0.9278459253767242,3,affine with kl
169,111016754890854009969250427027267219881_wkp0ya.png,0.9029843354527082,3,affine no kl
170,111016754890854009969250427027267219881_wkp0ya.png,0.896526124233837,3,affine frozen
171,111016754890854009969250427027267219881_wkp0ya.png,0.9278459253767242,5,affine with kl
172,111016754890854009969250427027267219881_wkp0ya.png,0.9029843354527082,5,affine no kl
173,111016754890854009969250427027267219881_wkp0ya.png,0.896526124233837,5,affine frozen
174,111016754890854009969250427027267219881_wkp0ya.png,0.9278459253767242,7,affine with kl
175,111016754890854009969250427027267219881_wkp0ya.png,0.9029843354527082,7,affine no kl
176,111016754890854009969250427027267219881_wkp0ya.png,0.896526124233837,7,affine frozen
177,111016754890854009969250427027267219881_wkp0ya.png,0.9278459253767242,9,affine with kl
178,111016754890854009969250427027267219881_wkp0ya.png,0.9029843354527082,9,affine no kl
179,111016754890854009969250427027267219881_wkp0ya.png,0.896526124233837,9,affine frozen
180,282084762366059076387208905274707563447_d4ptrb.png,0.8911087973384275,1,affine with kl
181,282084762366059076387208905274707563447_d4ptrb.png,0.8772122720555481,1,affine no kl
182,282084762366059076387208905274707563447_d4ptrb.png,0.8867488614527369,1,affine frozen
183,282084762366059076387208905274707563447_d4ptrb.png,0.9072573527121184,3,affine with kl
